Customer_ID,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total,segment
15599,26,3,1250.06,4,3,4,11,Loyal
15411,26,4,1348.93,4,4,4,12,Champions
12865,26,4,3323.47,4,4,5,13,Champions
16898,26,5,885.21,4,4,3,11,Loyal
13892,26,6,1267.65,4,4,4,12,Champions
17041,26,6,1655.2,4,4,4,12,Champions
14487,26,7,1266.27,4,4,4,12,Champions
16726,26,7,2063.88,4,4,4,12,Champions
14499,26,7,2101.79,4,4,4,12,Champions
16560,26,8,3048.38,4,4,5,13,Champions
16416,26,9,2957.88,4,5,5,14,Champions
17720,26,10,2666.91,4,5,4,13,Champions
14044,26,10,3073.95,4,5,5,14,Champions
16571,26,10,4248.74,4,5,5,14,Champions
18069,26,11,4449.02,4,5,5,14,Champions
13451,26,11,7088.92,4,5,5,14,Champions
13984,26,12,1893.8,4,5,4,13,Champions
13700,26,13,2596.97,4,5,4,13,Champions
17211,26,13,3773.35,4,5,5,14,Champions
13450,26,13,4120.04,4,5,5,14,Champions
17838,26,13,5604.64,4,5,5,14,Champions
12867,26,13,7829.26,4,5,5,14,Champions
14882,26,14,3546.65,4,5,5,14,Champions
14227,26,15,6366.16,4,5,5,14,Champions
17790,26,20,2779.41,4,5,4,13,Champions
17287,26,21,3826.86,4,5,5,14,Champions
13178,26,21,14059.19,4,5,5,14,Champions
18209,28,1,139.1,4,1,1,6,New
18014,28,1,154.27,4,1,1,6,New
15692,28,1,191.04,4,1,1,6,New
14789,28,1,197.64,4,1,1,6,New
17052,28,1,399.09,4,2,2,8,New
15557,28,1,468.91,4,2,2,8,New
13732,28,1,491.86,4,2,2,8,New
16433,28,2,384.52,4,2,2,8,New
12384,28,2,425.27,4,2,2,8,New
15492,28,2,659.46,4,2,3,9,New
13810,28,2,827.51,4,3,3,10,Loyal
13091,28,2,1108.8,4,3,3,10,Loyal
17295,28,3,547.0,4,3,2,9,Loyal
12697,28,3,757.59,4,3,3,10,Loyal
16460,28,3,811.23,4,3,3,10,Loyal
16386,28,3,1068.16,4,3,3,10,Loyal
16671,28,3,1692.27,4,3,4,11,Loyal
17015,28,3,1838.61,4,3,4,11,Loyal
17088,28,4,1991.01,4,4,4,12,Champions
12517,28,4,2301.6,4,4,4,12,Champions
17054,28,5,1356.33,4,4,4,12,Champions
13310,28,5,1541.2,4,4,4,12,Champions
15608,28,5,1785.98,4,4,4,12,Champions
12691,28,6,1044.4,4,4,3,11,Loyal
12685,28,6,2575.08,4,4,4,12,Champions
14226,28,6,2985.13,4,4,5,13,Champions
12589,28,6,3294.91,4,4,5,13,Champions
13895,28,6,4008.52,4,4,5,13,Champions
14662,28,7,1376.43,4,4,4,12,Champions
12480,28,7,4834.85,4,4,5,13,Champions
13727,28,8,1074.15,4,4,3,11,Loyal
14035,28,9,2794.75,4,5,4,13,Champions
17162,28,10,1715.46,4,5,4,13,Champions
16332,28,11,1997.49,4,5,4,13,Champions
12726,28,11,3690.6,4,5,5,14,Champions
13557,28,13,3032.26,4,5,5,14,Champions
17071,28,13,3793.71,4,5,5,14,Champions
17069,28,14,5517.23,4,5,5,14,Champions
17191,28,15,4310.34,4,5,5,14,Champions
16912,28,15,4460.51,4,5,5,14,Champions
17512,28,18,5467.82,4,5,5,14,Champions
12600,28,21,4390.42,4,5,5,14,Champions
12712,28,21,5985.03,4,5,5,14,Champions
14543,28,39,14548.22,4,5,5,14,Champions
12659,29,1,73.68,4,1,1,6,New
17791,29,1,106.1,4,1,1,6,New
15463,29,1,126.14,4,1,1,6,New
14863,29,1,266.76,4,1,1,6,New
12617,29,1,352.98,4,2,2,8,New
16025,29,1,439.66,4,2,2,8,New
17197,29,1,1013.01,4,2,3,9,New
13460,29,2,183.44,4,2,1,7,New
15355,29,2,277.05,4,2,1,7,New
13817,29,2,328.98,4,2,2,8,New
12981,29,2,372.22,4,2,2,8,New
12538,29,2,640.45,4,2,3,9,New
17537,29,2,887.67,4,3,3,10,Loyal
13396,29,2,1360.99,4,3,4,11,Loyal
17977,29,2,1511.45,4,3,4,11,Loyal
14765,29,3,254.11,4,3,1,8,Loyal
17901,29,3,260.08,4,3,1,8,Loyal
13606,29,3,276.75,4,3,1,8,Loyal
17573,29,3,380.6,4,3,2,9,Loyal
12541,29,3,841.18,4,3,3,10,Loyal
16903,29,3,1041.75,4,3,3,10,Loyal
15238,29,3,1071.99,4,3,3,10,Loyal
17932,29,3,1331.57,4,3,4,11,Loyal
12844,29,4,648.6,4,3,3,10,Loyal
15184,29,4,685.39,4,3,3,10,Loyal
18217,29,4,945.04,4,3,3,10,Loyal
18125,29,4,1131.75,4,3,3,10,Loyal
14712,29,4,1328.07,4,4,4,12,Champions
17521,29,5,1278.06,4,4,4,12,Champions
15289,29,5,1593.09,4,4,4,12,Champions
15111,29,5,2442.37,4,4,4,12,Champions
15452,29,6,1785.11,4,4,4,12,Champions
14829,29,7,1455.87,4,4,4,12,Champions
16628,29,7,2318.1,4,4,4,12,Champions
17109,29,8,1291.71,4,4,4,12,Champions
16907,29,9,1470.89,4,5,4,13,Champions
17059,29,9,4864.57,4,5,5,14,Champions
18135,29,10,1249.62,4,5,4,13,Champions
14748,29,10,2681.9,4,5,4,13,Champions
16003,29,10,5613.83,4,5,5,14,Champions
16986,29,11,4888.75,4,5,5,14,Champions
18236,29,12,1795.35,4,5,4,13,Champions
16434,29,12,2673.69,4,5,4,13,Champions
12599,29,13,2026.72,4,5,4,13,Champions
16218,29,13,3968.67,4,5,5,14,Champions
14466,29,13,4267.15,4,5,5,14,Champions
16743,29,14,4212.15,4,5,5,14,Champions
14064,29,15,3260.24,4,5,5,14,Champions
16791,29,15,3944.88,4,5,5,14,Champions
16126,29,15,14644.6,4,5,5,14,Champions
12708,29,18,4559.66,4,5,5,14,Champions
17340,29,18,19617.95,4,5,5,14,Champions
14944,29,19,9684.67,4,5,5,14,Champions
13983,29,21,6753.89,4,5,5,14,Champions
17416,29,22,17298.45,4,5,5,14,Champions
13148,29,26,8488.32,4,5,5,14,Champions
16953,30,1,20.8,4,1,1,6,New
16516,30,1,101.7,4,1,1,6,New
13522,30,1,125.8,4,1,1,6,New
18274,30,1,175.92,4,1,1,6,New
12893,30,1,176.55,4,1,1,6,New
12532,30,1,313.83,4,1,2,7,New
15450,30,1,429.84,4,2,2,8,New
16751,30,1,1764.72,4,2,4,10,New
15986,30,2,354.42,4,2,2,8,New
14968,30,2,497.49,4,2,2,8,New
17038,30,2,743.17,4,2,3,9,New
14921,30,2,1316.07,4,3,4,11,Loyal
13992,30,3,219.5,4,3,1,8,Loyal
17011,30,3,671.7,4,3,3,10,Loyal
13046,30,3,949.25,4,3,3,10,Loyal
14240,30,3,1247.49,4,3,4,11,Loyal
14284,30,3,1299.65,4,3,4,11,Loyal
16041,30,3,3166.4,4,3,5,12,Loyal
14108,30,4,1044.96,4,3,3,10,Loyal
14214,30,5,1004.38,4,4,3,11,Loyal
13029,30,5,1927.3,4,4,4,12,Champions
14691,30,5,2114.33,4,4,4,12,Champions
14188,30,6,2054.36,4,4,4,12,Champions
17702,30,6,3144.04,4,4,5,13,Champions
16205,30,7,1813.51,4,4,4,12,Champions
15485,30,7,4810.92,4,4,5,13,Champions
16880,30,8,1813.21,4,4,4,12,Champions
16996,30,9,2123.61,4,5,4,13,Champions
13804,30,9,3161.12,4,5,5,14,Champions
13623,30,10,2533.06,4,5,4,13,Champions
15027,30,10,3195.6,4,5,5,14,Champions
13384,30,11,6680.83,4,5,5,14,Champions
15114,30,12,3400.12,4,5,5,14,Champions
13209,30,13,8509.51,4,5,5,14,Champions
17867,30,15,1577.05,4,5,4,13,Champions
16767,30,15,8052.41,4,5,5,14,Champions
17690,30,20,6963.8,4,5,5,14,Champions
12949,30,22,15526.7,4,5,5,14,Champions
17865,30,46,26310.09,4,5,5,14,Champions
15153,31,1,329.25,4,1,2,7,New
18216,31,1,481.75,4,2,2,8,New
16505,31,1,777.6,4,2,3,9,New
17313,31,1,2328.84,4,2,4,10,New
17219,31,2,259.13,4,2,1,7,New
17022,31,2,260.0,4,2,1,7,New
13272,31,2,276.56,4,2,1,7,New
17964,31,2,463.21,4,2,2,8,New
17637,31,2,547.06,4,2,2,8,New
15103,31,2,703.36,4,2,3,9,New
14050,31,2,746.36,4,2,3,9,New
15763,31,2,1086.92,4,3,3,10,Loyal
13710,31,3,509.52,4,3,2,9,Loyal
16863,31,3,834.27,4,3,3,10,Loyal
15957,31,3,921.25,4,3,3,10,Loyal
13867,31,3,1005.09,4,3,3,10,Loyal
16284,31,3,1018.48,4,3,3,10,Loyal
15406,31,4,975.87,4,3,3,10,Loyal
16639,31,4,1747.98,4,4,4,12,Champions
14360,31,4,2118.03,4,4,4,12,Champions
16732,31,4,4387.64,4,4,5,13,Champions
15573,31,5,1180.47,4,4,3,11,Loyal
16618,31,5,2647.59,4,4,4,12,Champions
17886,31,6,1572.55,4,4,4,12,Champions
15043,31,6,2855.32,4,4,4,12,Champions
12849,31,6,3015.98,4,4,5,13,Champions
12990,31,7,955.5,4,4,3,11,Loyal
17633,31,7,2057.39,4,4,4,12,Champions
12721,31,8,3635.08,4,5,5,14,Champions
13329,31,8,4808.77,4,5,5,14,Champions
17515,31,9,1602.51,4,5,4,13,Champions
17289,31,9,2041.8,4,5,4,13,Champions
18177,31,9,2216.32,4,5,4,13,Champions
13643,31,10,2156.77,4,5,4,13,Champions
15950,31,10,7120.91,4,5,5,14,Champions
16837,31,11,3170.98,4,5,5,14,Champions
13110,31,12,2957.47,4,5,5,14,Champions
13975,31,12,5256.4,4,5,5,14,Champions
13381,31,12,8224.37,4,5,5,14,Champions
14676,31,12,8356.79,4,5,5,14,Champions
14524,31,13,2909.86,4,5,5,14,Champions
15356,31,13,3239.57,4,5,5,14,Champions
16187,31,15,6911.44,4,5,5,14,Champions
13695,31,16,2770.73,4,5,4,13,Champions
17160,31,17,10209.16,4,5,5,14,Champions
15249,31,18,9266.0,4,5,5,14,Champions
14073,32,1,151.04,4,1,1,6,New
17761,32,1,712.78,4,2,3,9,New
12832,32,2,383.03,4,2,2,8,New
15522,32,2,397.99,4,2,2,8,New
15330,32,2,714.96,4,2,3,9,New
14929,32,2,836.69,4,3,3,10,Loyal
18150,32,3,566.58,4,3,2,9,Loyal
14387,32,3,1727.6,4,3,4,11,Loyal
17430,32,4,622.57,4,3,3,10,Loyal
15618,32,4,776.85,4,3,3,10,Loyal
15870,32,4,857.46,4,3,3,10,Loyal
16637,32,4,1154.47,4,3,3,10,Loyal
14080,32,5,1115.68,4,4,3,11,Loyal
17158,32,5,1980.0,4,4,4,12,Champions
14700,32,5,3076.06,4,4,5,13,Champions
16362,32,6,922.16,4,4,3,11,Loyal
16053,32,6,3634.84,4,4,5,13,Champions
18016,32,7,1954.56,4,4,4,12,Champions
17623,32,7,2365.77,4,4,4,12,Champions
17164,32,7,2467.35,4,4,4,12,Champions
16348,32,8,1742.08,4,4,4,12,Champions
13717,32,8,1763.3,4,4,4,12,Champions
17043,32,8,2593.65,4,4,4,12,Champions
12408,32,8,3905.77,4,5,5,14,Champions
16612,32,9,3245.43,4,5,5,14,Champions
15493,32,9,4113.19,4,5,5,14,Champions
14623,32,10,2012.3,4,5,4,13,Champions
18036,32,11,1545.49,4,5,4,13,Champions
13824,32,12,3314.76,4,5,5,14,Champions
15785,32,16,5969.93,4,5,5,14,Champions
12472,32,19,14971.29,4,5,5,14,Champions
13097,32,27,13015.36,4,5,5,14,Champions
15719,32,31,10194.32,4,5,5,14,Champions
17831,33,1,35.4,4,1,1,6,New
15017,33,1,125.58,4,1,1,6,New
14174,33,1,134.46,4,1,1,6,New
13532,33,1,210.31,4,1,1,6,New
15526,33,2,148.44,4,2,1,7,New
14039,33,2,267.28,4,2,1,7,New
14517,33,2,330.45,4,2,2,8,New
16243,33,2,409.1,4,2,2,8,New
13759,33,2,659.41,4,2,3,9,New
12638,33,2,681.49,4,2,3,9,New
15025,33,2,971.84,4,3,3,10,Loyal
13365,33,2,2225.37,4,3,4,11,Loyal
12357,33,2,17437.66,4,3,5,12,Loyal
16488,33,3,498.8,4,3,2,9,Loyal
15839,33,3,1048.49,4,3,3,10,Loyal
15427,33,3,1430.54,4,3,4,11,Loyal
17608,33,4,488.06,4,3,2,9,Loyal
16445,33,4,583.16,4,3,2,9,Loyal
15952,33,4,781.91,4,3,3,10,Loyal
16357,33,4,868.37,4,3,3,10,Loyal
15407,33,4,1046.74,4,3,3,10,Loyal
16372,33,5,1290.31,4,4,4,12,Champions
13155,33,6,1370.48,4,4,4,12,Champions
16676,33,6,2361.9,4,4,4,12,Champions
13523,33,6,4534.57,4,4,5,13,Champions
17082,33,6,4732.03,4,4,5,13,Champions
13772,33,8,3100.02,4,4,5,13,Champions
12645,33,8,3215.3,4,4,5,13,Champions
18170,33,9,2878.0,4,5,4,13,Champions
12838,33,10,2975.91,4,5,5,14,Champions
16771,33,10,3921.1,4,5,5,14,Champions
17107,33,10,16052.72,4,5,5,14,Champions
13527,33,12,4541.29,4,5,5,14,Champions
14936,33,12,12410.81,4,5,5,14,Champions
14404,33,13,2724.13,4,5,4,13,Champions
15696,33,13,3881.22,4,5,5,14,Champions
16466,33,15,3767.09,4,5,5,14,Champions
13634,33,15,4988.08,4,5,5,14,Champions
15513,33,35,26437.05,4,5,5,14,Champions
13938,35,1,71.66,4,1,1,6,New
15010,35,1,308.94,4,1,2,7,New
16318,35,1,328.15,4,1,2,7,New
15597,35,2,563.37,4,2,2,8,New
17274,35,2,573.22,4,2,2,8,New
12944,35,2,604.51,4,2,3,9,New
14150,35,2,658.64,4,2,3,9,New
12397,35,2,2214.9,4,3,4,11,Loyal
14592,35,3,557.94,4,3,2,9,Loyal
17233,35,3,560.86,4,3,2,9,Loyal
16887,35,3,658.17,4,3,3,10,Loyal
14971,35,3,1097.98,4,3,3,10,Loyal
17084,35,3,5001.21,4,3,5,12,Loyal
13592,35,4,247.96,4,3,1,8,Loyal
17979,35,4,729.01,4,3,3,10,Loyal
15707,35,4,916.98,4,3,3,10,Loyal
17703,35,4,1094.84,4,3,3,10,Loyal
18035,35,5,1260.23,4,4,4,12,Champions
18022,35,5,1506.62,4,4,4,12,Champions
16012,35,5,2978.59,4,4,5,13,Champions
16555,35,6,1915.68,4,4,4,12,Champions
12577,35,8,1613.15,4,4,4,12,Champions
12576,35,8,2062.72,4,4,4,12,Champions
14913,35,8,4073.13,4,5,5,14,Champions
17193,35,9,2310.04,4,5,4,13,Champions
12484,35,9,5557.1,4,5,5,14,Champions
17203,35,10,5564.09,4,5,5,14,Champions
15722,35,11,5234.0,4,5,5,14,Champions
12928,35,12,4304.89,4,5,5,14,Champions
17930,35,13,4275.22,4,5,5,14,Champions
12431,35,25,10102.22,4,5,5,14,Champions
14098,36,1,147.35,4,1,1,6,New
16337,36,1,151.05,4,1,1,6,New
16914,36,1,183.76,4,1,1,6,New
12544,36,1,316.7,4,1,2,7,New
15612,36,2,195.15,4,2,1,7,New
17078,36,2,375.86,4,2,2,8,New
17403,36,2,382.87,4,2,2,8,New
18205,36,2,517.36,4,2,2,8,New
14636,36,2,609.85,4,2,3,9,New
13721,36,2,741.54,4,2,3,9,New
16602,36,2,763.33,4,2,3,9,New
14815,36,2,778.5,4,2,3,9,New
18081,36,3,343.45,4,3,2,9,Loyal
14856,36,3,1290.53,4,3,4,11,Loyal
17653,36,4,1207.56,4,4,4,12,Champions
12808,36,5,748.7,4,4,3,11,Loyal
13636,36,5,949.12,4,4,3,11,Loyal
15651,36,5,1259.06,4,4,4,12,Champions
13168,36,5,1840.73,4,4,4,12,Champions
15252,36,5,2103.41,4,4,4,12,Champions
17816,36,6,96.11,4,4,1,9,Loyal
17076,36,6,1242.75,4,4,4,12,Champions
15809,36,7,1274.44,4,4,4,12,Champions
15551,36,7,1679.81,4,4,4,12,Champions
12352,36,9,1729.54,4,5,4,13,Champions
15605,36,9,1741.95,4,5,4,13,Champions
16221,36,9,2018.47,4,5,4,13,Champions
17634,36,9,2358.59,4,5,4,13,Champions
15227,36,9,2488.49,4,5,4,13,Champions
17351,36,12,1964.38,4,5,4,13,Champions
16841,36,12,4006.06,4,5,5,14,Champions
16409,36,12,5652.74,4,5,5,14,Champions
17442,36,15,4620.3,4,5,5,14,Champions
13728,36,16,2855.17,4,5,4,13,Champions
15998,36,16,8274.14,4,5,5,14,Champions
13324,36,18,10513.47,4,5,5,14,Champions
14974,37,1,89.94,4,1,1,6,New
18105,37,1,113.48,4,1,1,6,New
17947,37,1,176.68,4,1,1,6,New
13271,37,1,211.49,4,1,1,6,New
14528,37,1,364.22,4,2,2,8,New
18164,37,1,399.65,4,2,2,8,New
15830,37,1,576.0,4,2,2,8,New
15275,37,1,615.14,4,2,3,9,New
18104,37,1,754.64,4,2,3,9,New
15576,37,1,921.37,4,2,3,9,New
13904,37,2,332.64,4,2,2,8,New
16747,37,2,836.06,4,3,3,10,Loyal
17999,37,3,528.46,4,3,2,9,Loyal
16706,37,3,531.35,4,3,2,9,Loyal
16367,37,3,1350.48,4,3,4,11,Loyal
16884,37,4,1070.97,4,3,3,10,Loyal
16014,37,5,1100.28,4,4,3,11,Loyal
15065,37,5,3326.86,4,4,5,13,Champions
12830,37,6,6814.64,4,4,5,13,Champions
16308,37,7,5120.0,4,4,5,13,Champions
16043,37,8,1856.59,4,4,4,12,Champions
17800,37,9,1186.21,4,5,3,12,Loyal
17966,37,10,1963.92,4,5,4,13,Champions
13316,37,10,12940.82,4,5,5,14,Champions
13477,37,11,2819.17,4,5,4,13,Champions
12594,37,14,4890.11,4,5,5,14,Champions
12779,37,14,6474.11,4,5,5,14,Champions
17719,37,15,5396.04,4,5,5,14,Champions
17965,37,29,7002.9,4,5,5,14,Champions
14345,38,1,108.98,4,1,1,6,New
13697,38,1,151.3,4,1,1,6,New
14485,38,1,162.8,4,1,1,6,New
16971,38,1,357.21,4,2,2,8,New
12491,38,1,424.4,4,2,2,8,New
17166,38,2,206.34,4,2,1,7,New
14995,38,2,231.98,4,2,1,7,New
17733,38,2,692.19,4,2,3,9,New
13726,38,2,1079.66,4,3,3,10,Loyal
15423,38,3,266.89,4,3,1,8,Loyal
18270,38,3,444.55,4,3,2,9,Loyal
15018,38,3,496.21,4,3,2,9,Loyal
14383,38,3,1247.69,4,3,4,11,Loyal
16830,38,4,1207.5,4,4,4,12,Champions
12674,38,4,1844.6,4,4,4,12,Champions
15847,38,5,822.57,4,4,3,11,Loyal
13292,38,5,994.51,4,4,3,11,Loyal
16825,38,5,1826.89,4,4,4,12,Champions
13461,38,6,4160.0,4,4,5,13,Champions
16960,38,8,1988.93,4,4,4,12,Champions
13327,38,20,9134.48,4,5,5,14,Champions
16729,38,21,7202.01,4,5,5,14,Champions
17696,38,27,7679.59,4,5,5,14,Champions
16029,38,106,109383.27,4,5,5,14,Champions
12581,39,1,179.71,4,1,1,6,New
15667,39,1,301.32,4,1,2,7,New
12552,39,1,317.82,4,1,2,7,New
15360,39,1,427.93,4,2,2,8,New
12522,39,2,156.72,4,2,1,7,New
13651,39,2,211.85,4,2,1,7,New
12571,39,2,519.61,4,2,2,8,New
16127,39,2,801.31,4,2,3,9,New
16969,39,3,650.41,4,3,3,10,Loyal
13103,39,3,709.64,4,3,3,10,Loyal
12588,39,3,718.78,4,3,3,10,Loyal
13186,39,3,1575.89,4,3,4,11,Loyal
16018,39,4,698.13,4,3,3,10,Loyal
16836,39,4,782.37,4,3,3,10,Loyal
17951,39,4,1340.58,4,4,4,12,Champions
13544,39,6,790.2,4,4,3,11,Loyal
13145,39,7,1128.52,4,4,3,11,Loyal
15974,39,7,3442.15,4,4,5,13,Champions
14167,39,8,1274.29,4,4,4,12,Champions
13813,39,8,2387.47,4,4,4,12,Champions
14808,39,8,2718.6,4,4,4,12,Champions
12909,39,8,3088.34,4,4,5,13,Champions
15752,39,9,3924.91,4,5,5,14,Champions
13982,39,9,3954.29,4,5,5,14,Champions
15329,39,11,2958.83,4,5,5,14,Champions
18257,39,12,4585.15,4,5,5,14,Champions
17396,39,13,8391.6,4,5,5,14,Champions
14582,40,1,114.11,4,1,1,6,New
18067,40,1,396.33,4,2,2,8,New
14158,40,1,507.66,4,2,2,8,New
17447,40,2,541.53,4,2,2,8,New
14179,40,2,701.57,4,2,3,9,New
13607,40,2,1075.81,4,3,3,10,Loyal
15748,40,3,609.81,4,3,3,10,Loyal
16601,40,3,675.83,4,3,3,10,Loyal
15385,40,3,942.08,4,3,3,10,Loyal
15376,40,3,1221.56,4,3,4,11,Loyal
15478,40,3,1940.98,4,3,4,11,Loyal
15669,40,4,684.34,4,3,3,10,Loyal
17255,40,4,781.7,4,3,3,10,Loyal
13278,40,4,1425.35,4,4,4,12,Champions
14295,40,4,2352.91,4,4,4,12,Champions
13524,40,5,680.18,4,4,3,11,Loyal
13566,40,5,1684.75,4,4,4,12,Champions
15865,40,5,2241.42,4,4,4,12,Champions
14077,40,6,615.08,4,4,3,11,Loyal
16049,40,6,1852.15,4,4,4,12,Champions
17018,40,6,2287.7,4,4,4,12,Champions
17373,40,7,1167.5,4,4,3,11,Loyal
17796,40,7,1236.39,4,4,4,12,Champions
13617,40,8,1278.75,4,4,4,12,Champions
16235,40,8,2043.71,4,4,4,12,Champions
16190,40,8,2723.55,4,4,4,12,Champions
15370,40,8,3739.01,4,5,5,14,Champions
13421,40,8,4048.25,4,5,5,14,Champions
15708,40,9,3887.15,4,5,5,14,Champions
17609,40,11,1875.36,4,5,4,13,Champions
14810,40,13,2354.03,4,5,4,13,Champions
17213,40,13,4869.4,4,5,5,14,Champions
15521,40,16,7087.64,4,5,5,14,Champions
15860,40,17,2358.8,4,5,4,13,Champions
15059,40,19,3490.4,4,5,5,14,Champions
17372,40,27,4316.46,4,5,5,14,Champions
14040,40,35,12523.81,4,5,5,14,Champions
14218,42,1,169.48,4,1,1,6,New
15096,42,1,219.39,4,1,1,6,New
17839,42,1,318.15,4,1,2,7,New
12895,42,2,372.8,4,2,2,8,New
13812,42,3,485.0,4,3,2,9,Loyal
17418,42,3,670.06,4,3,3,10,Loyal
16648,42,3,672.8,4,3,3,10,Loyal
14412,42,3,1426.19,4,3,4,11,Loyal
16102,42,3,1842.14,4,3,4,11,Loyal
17272,42,4,2148.63,4,4,4,12,Champions
12432,42,4,4359.32,4,4,5,13,Champions
14232,42,5,2048.07,4,4,4,12,Champions
18287,42,7,4132.99,4,4,5,13,Champions
17837,42,8,1535.33,4,4,4,12,Champions
16554,42,8,2841.72,4,4,4,12,Champions
14738,42,9,1821.9,4,5,4,13,Champions
14498,42,10,3900.83,4,5,5,14,Champions
16150,42,10,4002.17,4,5,5,14,Champions
17669,42,10,6142.35,4,5,5,14,Champions
12678,42,15,32595.18,4,5,5,14,Champions
14221,42,17,6517.49,4,5,5,14,Champions
13993,42,19,6775.71,4,5,5,14,Champions
16843,42,35,19571.43,4,5,5,14,Champions
12430,43,1,216.4,4,1,1,6,New
14357,43,1,225.12,4,1,1,6,New
16026,43,1,236.09,4,1,1,6,New
17684,43,1,239.41,4,1,1,6,New
14752,43,1,389.64,4,2,2,8,New
15014,43,2,257.67,4,2,1,7,New
18261,43,2,324.24,4,2,2,8,New
16847,43,2,614.89,4,2,3,9,New
17459,43,2,657.3,4,2,3,9,New
15659,43,3,532.49,4,3,2,9,Loyal
14716,43,3,543.28,4,3,2,9,Loyal
16680,43,3,821.45,4,3,3,10,Loyal
13416,43,3,940.8,4,3,3,10,Loyal
17878,43,3,1378.93,4,3,4,11,Loyal
14842,43,4,2824.69,4,4,4,12,Champions
15791,43,5,3608.34,4,4,5,13,Champions
17545,43,6,1409.86,4,4,4,12,Champions
18276,43,6,1656.52,4,4,4,12,Champions
17414,43,6,2249.52,4,4,4,12,Champions
16232,43,7,2712.97,4,4,4,12,Champions
15288,43,10,3706.53,4,5,5,14,Champions
14004,43,11,6258.45,4,5,5,14,Champions
13654,43,11,6308.0,4,5,5,14,Champions
13538,43,12,3103.13,4,5,5,14,Champions
15622,43,17,7852.61,4,5,5,14,Champions
14239,43,21,4263.17,4,5,5,14,Champions
17895,44,1,95.45,4,1,1,6,New
12812,44,1,229.64,4,1,1,6,New
15320,44,1,267.13,4,1,1,6,New
12448,44,1,365.45,4,2,2,8,New
17712,44,1,522.91,4,2,2,8,New
14598,44,2,384.04,4,2,2,8,New
15821,44,2,570.96,4,2,2,8,New
16345,44,2,1178.79,4,3,3,10,Loyal
15516,44,3,62.43,4,3,1,8,Loyal
12879,44,3,573.22,4,3,2,9,Loyal
16415,44,3,696.76,4,3,3,10,Loyal
12456,44,3,2581.04,4,3,4,11,Loyal
14690,44,4,777.68,4,3,3,10,Loyal
15835,44,4,954.09,4,3,3,10,Loyal
16071,44,4,1076.8,4,3,3,10,Loyal
14379,44,4,1265.16,4,4,4,12,Champions
17175,44,4,1443.69,4,4,4,12,Champions
16750,44,5,623.93,4,4,3,11,Loyal
16418,44,5,1028.74,4,4,3,11,Loyal
16188,44,5,1087.66,4,4,3,11,Loyal
14754,44,6,1547.93,4,4,4,12,Champions
15990,44,7,1997.75,4,4,4,12,Champions
14315,44,8,3197.82,4,4,5,13,Champions
13107,44,9,5253.07,4,5,5,14,Champions
16208,44,10,3440.45,4,5,5,14,Champions
17470,44,11,2626.47,4,5,4,13,Champions
15240,44,12,4459.98,4,5,5,14,Champions
16225,44,15,2859.31,4,5,4,13,Champions
18226,44,26,11878.88,4,5,5,14,Champions
13182,45,1,121.18,4,1,1,6,New
18045,45,1,178.34,4,1,1,6,New
15345,45,1,393.54,4,2,2,8,New
16056,45,1,650.75,4,2,3,9,New
16708,45,1,656.63,4,2,3,9,New
12398,45,1,1435.66,4,2,4,10,New
18147,45,2,179.34,4,2,1,7,New
15158,45,2,606.02,4,2,3,9,New
17024,45,3,95.85,4,3,1,8,Loyal
17928,45,3,313.16,4,3,2,9,Loyal
17917,45,3,335.03,4,3,2,9,Loyal
15630,45,3,1481.4,4,3,4,11,Loyal
15656,45,4,748.5,4,3,3,10,Loyal
13601,45,4,1159.99,4,3,3,10,Loyal
16110,45,4,1781.59,4,4,4,12,Champions
13652,45,5,2262.05,4,4,4,12,Champions
18079,45,5,4203.93,4,4,5,13,Champions
14001,45,9,4228.85,4,5,5,14,Champions
13481,45,11,3830.84,4,5,5,14,Champions
13340,45,12,22100.56,4,5,5,14,Champions
16258,45,15,11942.52,4,5,5,14,Champions
14341,45,18,4452.02,4,5,5,14,Champions
15844,46,1,130.74,4,1,1,6,New
14764,46,1,278.3,4,1,1,6,New
15592,46,1,388.58,4,2,2,8,New
18240,46,1,422.58,4,2,2,8,New
13176,46,1,481.49,4,2,2,8,New
17186,46,2,144.0,4,2,1,7,New
17344,46,2,457.36,4,2,2,8,New
15277,46,2,476.34,4,2,2,8,New
12546,46,2,1021.5,4,3,3,10,Loyal
14474,46,2,1258.89,4,3,4,11,Loyal
16491,46,2,1533.16,4,3,4,11,Loyal
16023,46,3,719.81,4,3,3,10,Loyal
15806,46,3,784.58,4,3,3,10,Loyal
15801,46,3,1063.95,4,3,3,10,Loyal
17423,46,3,1118.95,4,3,3,10,Loyal
14019,46,3,1421.61,4,3,4,11,Loyal
13165,46,3,1451.16,4,3,4,11,Loyal
17317,46,3,2600.34,4,3,4,11,Loyal
14997,46,4,776.6,4,3,3,10,Loyal
16728,46,4,1048.28,4,3,3,10,Loyal
14139,46,4,1086.8,4,3,3,10,Loyal
15068,46,4,1174.9,4,3,3,10,Loyal
17004,46,4,2324.36,4,4,4,12,Champions
15786,46,5,8501.62,4,4,5,13,Champions
15142,46,6,2619.92,4,4,4,12,Champions
15215,46,7,2422.43,4,4,4,12,Champions
14145,46,7,7600.05,4,4,5,13,Champions
14312,46,11,3090.29,4,5,5,14,Champions
